metric;0,641511,732604,0,0
metric;1,855639,732604,0,0
metric;2,798579,732604,0,0
metric;3,712639,732604,0,0
metric;4,684457,732604,0,0
metric;5,769655,732604,0,0
metric;6,741517,732604,0,0
metric;7,798579,732604,0,0
metric;8,741517,732604,0,0
metric;9,798579,732604,0,0
metric;10,741517,732604,0,0
metric;11,598912,732604,0,68791
metric;12,570425,732604,0,0
metric;13,570425,732604,0,0
metric;14,855639,732604,0,0
metric;15,855639,732604,0,0
metric;16,285213,451471,0,0
metric;17,313721,451471,203889,0
metric;18,513365,732604,0,0
metric;19,513365,732604,0,0
metric;20,513365,732604,0,0
metric;21,513365,732604,0,0
metric;22,513365,660319,0,0
metric;23,769655,732604,0,0
metric;24,456305,0,203889,0
metric;25,513365,732604,0,209
metric;26,741517,451471,0,0
metric;27,798579,451471,0,216
metric;28,513365,558891,106955,0
metric;29,926679,732604,0,0
metric;30,1040799,732604,0,204
metric;31,798579,786432,57672,0
metric;32,285213,394788,0,11301
metric;33,285213,732604,0,0
metric;34,484005,732604,0,0
metric;35,855639,732604,203889,0
metric;36,513365,786432,58720,0
metric;37,855639,786432,58720,0
metric;38,798579,732604,0,0
metric;39,285213,732604,0,0
metric;40,399275,786432,262144,0
metric;41,399275,786432,262144,0
metric;42,513365,786432,0,0
metric;43,798579,604504,80740,0
metric;44,285213,101945,203889,0
metric;45,342244,253405,0,0
metric;46,285213,101945,0,0
metric;47,513365,786432,262144,0
metric;48,513365,660319,0,0
metric;49,513365,660319,0,0
metric;50,513365,660319,0,0
metric;51,513365,660319,0,0
metric;52,513365,660319,0,0
metric;53,513365,660319,0,0
metric;54,513365,660319,0,0
metric;55,513365,660319,0,0
metric;56,513365,660319,0,0
metric;57,513365,660319,0,0
metric;58,285213,451471,0,0
metric;59,285213,451471,203889,0
metric;60,285213,515549,203889,0
metric;61,798579,394788,0,0
metric;62,484835,515549,203889,0
metric;63,484835,732604,0,0
metric;64,798579,732604,0,0
metric;65,769655,732604,0,0
metric;66,727100,732604,0,0
metric;67,741517,732604,0,0
metric;68,784160,732604,0,0
metric;69,698571,732604,0,0
metric;70,670040,732604,0,0
metric;71,805568,732604,0,0
metric;72,769655,732604,0,0
metric;73,370409,732604,0,0
metric;74,527433,732604,0,0
metric;75,798228,732604,0,0
metric;76,641511,732604,0,0
metric;77,940835,732604,0,0
metric;78,769655,732604,0,0
metric;79,798579,732604,0,0
metric;80,698571,732604,0,0
metric;81,798579,732604,203889,0
metric;82,755587,732604,0,25352
metric;83,570425,732604,0,0
metric;84,741517,732604,0,0
metric;85,769655,732604,0,0
metric;86,769655,732604,0,9204
metric;87,1054868,732604,0,10253
metric;88,769655,732604,0,5009
metric;89,769655,732604,0,17593
metric;90,627441,732604,0,0
metric;91,285213,786432,262144,6059
metric;92,484005,732604,0,0
metric;93,285213,786432,262144,0
metric;94,513365,732604,0,0
metric;95,285213,660319,0,0
metric;96,285213,732604,0,0
metric;97,513365,451471,0,12792
metric;98,570425,732604,0,0
metric;99,456305,451471,0,0
metric;100,570425,732604,0,0
metric;101,456305,451471,0,0
metric;102,313721,732604,0,74019
metric;103,513365,451471,203889,13841
metric;104,570425,732604,0,5009
metric;105,285213,660319,0,0
metric;106,313721,660319,203889,0
metric;107,541896,732604,0,11535
metric;108,285213,732604,0,3961
metric;109,855639,451471,0,5009
metric;110,570425,451471,0,5009
metric;111,513365,451471,0,0
metric;112,570425,451471,203889,0
metric;113,541896,451471,203889,27263
metric;114,399275,451471,0,0
metric;115,404984,451471,0,0
metric;116,399275,660319,0,0
metric;117,570425,451471,0,5009
metric;118,541896,451471,0,9437
metric;119,741517,451471,0,9029
metric;120,541896,451471,0,17825
metric;121,541896,451471,203889,9437
metric;122,456305,451471,0,0
metric;123,513365,289407,0,28521
metric;124,1026731,289407,0,27919
metric;125,513365,732604,0,0
metric;126,513365,660319,0,0
metric;127,513365,660319,0,0
metric;128,769655,954728,0,0
metric;129,769655,732604,203889,0
metric;130,741517,954728,0,0
metric;131,741517,921173,0,0
metric;132,784160,921173,0,0
metric;133,698571,921173,0,0
metric;134,698571,732604,203889,0
metric;135,805568,954728,0,0
metric;136,641511,954728,0,0
metric;137,641511,732604,0,0
metric;138,641511,732604,0,0
metric;139,769655,954728,0,0
metric;140,769655,921173,0,0
metric;141,769655,732604,0,0
metric;142,798579,974127,0,0
metric;143,755587,954728,0,25352
metric;144,755587,921173,0,25352
metric;145,570425,954728,0,0
metric;146,570425,921173,0,0
metric;147,570425,732604,203889,0
metric;148,741517,921173,0,0
metric;149,741517,732604,203889,0
metric;150,769655,974127,0,0
metric;151,769655,921173,0,0
metric;152,769655,877133,0,17593
metric;153,627441,954728,0,0
metric;154,627441,921173,0,0
metric;155,627441,877133,0,0
metric;156,860793,732604,0,0
metric;157,370409,877133,0,0
metric;158,570425,732604,0,0
metric;159,497680,732604,203889,0
metric;160,513365,732604,0,12792
metric;161,513365,451471,203889,13228
metric;162,456305,732604,0,0
metric;163,456305,732604,0,0
metric;164,570425,732604,0,41711
metric;165,456305,732604,0,0
metric;166,456305,451471,203889,0
metric;167,513365,732604,203889,13841
metric;168,285213,954728,0,27208
metric;169,285213,732604,0,46953
metric;170,345091,0,0,0
metric;171,570425,732604,0,5009
metric;172,570425,732604,0,5009
metric;173,518521,451471,203889,0
metric;174,513365,732604,0,0
metric;175,399275,732604,0,0
metric;176,399275,732604,0,0
metric;177,404984,732604,0,0
metric;178,404984,732604,0,0
metric;179,404984,451471,203889,0
metric;180,399275,732604,0,0
metric;181,399275,660319,203889,0
metric;182,570425,732604,0,5009
metric;183,570425,732604,0,5009
metric;184,541896,660319,203889,9437
metric;185,456305,732604,0,0
metric;186,456305,732604,0,0
metric;187,456305,660319,0,0
metric;188,570425,660319,203889,0
metric;189,798579,394788,0,0
metric;190,375391,732604,0,0
metric;191,769655,732604,35652,0
metric;192,769655,954728,0,0
metric;193,769655,954728,0,0
metric;194,769655,921173,0,0
metric;195,769655,877133,0,0
metric;196,769655,877133,0,0
metric;197,769655,921173,0,0
metric;198,570425,515549,0,0
metric;199,741517,732604,203889,0
metric;200,698571,954728,0,0
metric;201,698571,954728,0,0
metric;202,698571,921173,0,0
metric;203,698571,877133,0,0
metric;204,370409,954728,0,0
metric;205,370409,954728,0,0
metric;206,370409,921173,0,2663
metric;207,370409,877133,0,0
metric;208,784160,732604,0,0
metric;209,769655,877133,0,0
metric;210,798579,954728,0,0
metric;211,798579,954728,0,0
metric;212,798579,921173,0,0
metric;213,798579,877133,0,0
metric;214,798579,877133,0,0
metric;215,570425,515549,0,0
metric;216,1176503,786432,58720,0
metric;217,769655,954728,0,0
metric;218,769655,954728,0,0
metric;219,769655,921173,0,0
metric;220,769655,877133,0,0
metric;221,769655,954728,0,17593
metric;222,641511,732604,0,0
metric;223,1140851,732604,0,0
metric;224,513365,732604,0,12792
metric;225,513365,732604,0,12792
metric;226,513365,732604,0,12792
metric;227,513365,660319,0,12792
metric;228,513365,660319,0,12792
metric;229,513365,732604,0,12792
metric;230,769655,0,142607,29127
metric;231,456305,451471,203889,0
metric;232,456305,732604,0,0
metric;233,456305,732604,0,0
metric;234,456305,732604,0,0
metric;235,456305,660319,0,0
metric;236,285213,732604,0,0
metric;237,285213,732604,0,12349
metric;238,285213,732604,0,45904
metric;239,285213,660319,0,16544
metric;240,513365,732604,0,0
metric;241,570425,660319,0,5009
metric;242,513365,732604,0,0
metric;243,513365,732604,0,0
metric;244,513365,732604,0,0
metric;245,513365,660319,0,0
metric;246,513365,660319,0,0
metric;247,798579,604504,80740,0
metric;248,798579,604504,80740,0
metric;249,570425,732604,0,5009
metric;250,570425,732604,0,5009
metric;251,570425,732604,0,5009
metric;252,570425,660319,0,5009
metric;253,541896,732604,203889,9437
metric;254,570425,732604,203889,0
metric;255,484005,101945,203889,0
param;1,0
param;2,342239
param;3,171119
param;4,114080
param;5,451471
param;6,1026717
param;7,114080
param;8,716527
param;9,728148
param;10,0
param;11,203889
param;12,974127
param;13,293601
param;14,513365
param;15,84955
param;16,1258291
param;17,67963
param;18,57040
param;19,21845
param;20,23059
param;21,27913
fi;12,0,2,0
ff;11,0,2,0
fl;13,0,2,0
ffi;14,0,3,0
ffl;15,0,3,0
AV;65,0,1,-114085;86,1,2,0
To;84,0,1,-85560;111,1,2,0
WA;87,0,1,-114085;65,1,2,0
office;111,0,1,0;14,1,4,0;99,4,5,0;101,5,6,0
wo;119,0,1,-28521;111,1,2,0
